date_delivered_year,date_sort_year,author_group,citation_title,affiliation_country,affiliation_city,affiliation_organization,corresponding_author_given_name,corresponding_author_surname,corresponding_author_indexed_name,citation_language,source_country,source_publication_year,source_publisher_name,classificationgroup,dbcollection,ref_count,reference,affiliation,coverDate,aggregationType,author,publicationName,citedby_count,title,publisher,subject_area,abstract_language
2024,2024,Unknown,"Leaf gas exchange, chlorophyll indices and yield of castor bean in contrasting water environments",Brazil,Salvador,"Instituto Federal de Educação, Ciência e Tecnologia Baiano - IFBaiano",Unknown,Unknown,Peixouto Y.S.,Unknown,Brazil,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Instituto Federal de Educação, Ciência e Tecnologia Baiano - IFBaiano', 'affiliation-city': 'Salvador', 'affiliation-country': 'Brazil'}]",2025-09-12,Journal,Peixouto Y.S.,Revista Caatinga,0,"Leaf gas exchange, chlorophyll indices and yield of castor bean in contrasting water environments",Revista Caatinga,"[{'@_fa': 'true', '@code': '1100', '@abbrev': 'AGRI', '$': 'Agricultural and Biological Sciences (all)'}]",Unknown
2024,2024,Unknown,Genetic variability of wild yellow plum (Ximenia americana L.) based on rapd markers,Brazil,Joao Pessoa,Universidade Federal da Paraíba,Unknown,Unknown,Do Rêgo E.R.,Unknown,Brazil,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Universidade Federal da Paraíba', 'affiliation-city': 'Joao Pessoa', 'affiliation-country': 'Brazil'}]",2025-09-12,Journal,Do Rêgo E.R.,Revista Caatinga,0,Genetic variability of wild yellow plum (Ximenia americana L.) based on rapd markers,Revista Caatinga,"[{'@_fa': 'true', '@code': '1100', '@abbrev': 'AGRI', '$': 'Agricultural and Biological Sciences (all)'}]",Unknown
2024,2024,Unknown,Morphological characterization of commercial okra accessions,Brazil,Mossoro,Universidade Federal Rural do Semi-Árido – UFERSA,Unknown,Unknown,de Lima F.F.,Unknown,Brazil,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Universidade Federal Rural do Semi-Árido – UFERSA', 'affiliation-city': 'Mossoro', 'affiliation-country': 'Brazil'}]",2025-09-12,Journal,de Lima F.F.,Revista Caatinga,0,Morphological characterization of commercial okra accessions,Revista Caatinga,"[{'@_fa': 'true', '@code': '1100', '@abbrev': 'AGRI', '$': 'Agricultural and Biological Sciences (all)'}]",Unknown
2024,2024,Unknown,"Effect of commercial bile acid and bovine bile extract supplementation on the growth performance, carcass traits, nutrient digestibility, serum lipid profile, meat quality, and economic aspect in broilers fed a high-oil diet",Indonesia,Yogyakarta,Universitas Gadjah Mada,Unknown,Unknown,Hasibuan N.R.I.,Unknown,Indonesia,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Universitas Gadjah Mada', 'affiliation-city': 'Yogyakarta', 'affiliation-country': 'Indonesia'}]",2025-09-01,Journal,Hasibuan N.R.I.,Veterinary Integrative Sciences,0,"Effect of commercial bile acid and bovine bile extract supplementation on the growth performance, carcass traits, nutrient digestibility, serum lipid profile, meat quality, and economic aspect in broilers fed a high-oil diet",Veterinary Integrative Sciences,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,Exploring the active components and mechanism of Ziziphi Spinosae Semen in treating insomnia by network pharmacology and metabonomics,China,Zhoukou,Zhoukou Vocational and Technical College,Unknown,Unknown,Yu X.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Zhoukou Vocational and Technical College', 'affiliation-city': 'Zhoukou', 'affiliation-country': 'China'}]",2025-09-01,Journal,Yu X.,Journal of Future Foods,0,Exploring the active components and mechanism of Ziziphi Spinosae Semen in treating insomnia by network pharmacology and metabonomics,Journal of Future Foods,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,Application of the Streptococcus pyogenes CRISPR/Cas9 system in Lacticaseibacillus paracasei CGMCC4691,China,Shijiazhuang,Hebei University of Science and Technology,Unknown,Unknown,Fang S.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Hebei University of Science and Technology', 'affiliation-city': 'Shijiazhuang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'University of Shanghai for Science and Technology', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",2025-09-01,Journal,Fang S.,Journal of Future Foods,0,Application of the Streptococcus pyogenes CRISPR/Cas9 system in Lacticaseibacillus paracasei CGMCC4691,Journal of Future Foods,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,Comparative assessment of nutritional value in milk through fatty acid from various sources: a review,China,Beijing,Beijing Union University,Unknown,Unknown,Guo J.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Beijing Union University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",2025-09-01,Journal,Guo J.,Journal of Future Foods,0,Comparative assessment of nutritional value in milk through fatty acid from various sources: a review,Journal of Future Foods,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,Millet processing: prospects for climate-smart agriculture and transition from food security to nutritional security,India,Kharagpur,Indian Institute of Technology Kharagpur,Unknown,Unknown,Joshi J.,Unknown,India,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology Kharagpur', 'affiliation-city': 'Kharagpur', 'affiliation-country': 'India'}]",2025-09-01,Journal,Joshi J.,Journal of Future Foods,0,Millet processing: prospects for climate-smart agriculture and transition from food security to nutritional security,Journal of Future Foods,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,"Assessment of growth performance, blood biochemical parameters, and intestinal microbiota in common carp (Cyprinus carpio) following dietary Tinospora cordifolia root and stem powder supplementation",Iraq,Baghdad,"Ministry of Agriculture, Iraq",Unknown,Unknown,Al-Turaihi Z.M.R.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Ministry of Agriculture, Iraq', 'affiliation-city': 'Baghdad', 'affiliation-country': 'Iraq'}, {'@_fa': 'true', 'affilname': 'University of Basrah', 'affiliation-city': 'Basra', 'affiliation-country': 'Iraq'}]",2025-09-01,Journal,Al-Turaihi Z.M.R.,Veterinary Integrative Sciences,0,"Assessment of growth performance, blood biochemical parameters, and intestinal microbiota in common carp (Cyprinus carpio) following dietary Tinospora cordifolia root and stem powder supplementation",Veterinary Integrative Sciences,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,Computational multi-epitope based design of a multivalent subunit vaccine against co-infecting African swine fever virus and porcine circovirus type 2,Philippines,Taguig,Industrial Technology Development Institute Philippines,Unknown,Unknown,Fajardo L.E.,Unknown,Philippines,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Industrial Technology Development Institute Philippines', 'affiliation-city': 'Taguig', 'affiliation-country': 'Philippines'}]",2025-09-01,Journal,Fajardo L.E.,Veterinary Integrative Sciences,0,Computational multi-epitope based design of a multivalent subunit vaccine against co-infecting African swine fever virus and porcine circovirus type 2,Veterinary Integrative Sciences,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,The current and advanced situation of ram semen quality in Bangladesh,Bangladesh,Dhaka,"Department of Livestock Services, Bangladesh",Unknown,Unknown,Asaduzzaman M.,Unknown,Bangladesh,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Department of Livestock Services, Bangladesh', 'affiliation-city': 'Dhaka', 'affiliation-country': 'Bangladesh'}]",2025-09-01,Journal,Asaduzzaman M.,Veterinary Integrative Sciences,0,The current and advanced situation of ram semen quality in Bangladesh,Veterinary Integrative Sciences,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,Physiological performance and productivity of quail layer period supplemented with coconut shell liquid smoke grade 3,Indonesia,Bogor,IPB University,Unknown,Unknown,Fadhila R.M.,Unknown,Indonesia,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'IPB University', 'affiliation-city': 'Bogor', 'affiliation-country': 'Indonesia'}]",2025-09-01,Journal,Fadhila R.M.,Veterinary Integrative Sciences,0,Physiological performance and productivity of quail layer period supplemented with coconut shell liquid smoke grade 3,Veterinary Integrative Sciences,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,"Dietary effects of multi-strain probiotics as an alternative to antibiotics on growth performance, carcass characteristics, blood profiling and meat quality of broilers",Bangladesh,Khulna,Khulna University,Unknown,Unknown,Sardar D.,Unknown,Bangladesh,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Khulna University', 'affiliation-city': 'Khulna', 'affiliation-country': 'Bangladesh'}, {'@_fa': 'true', 'affilname': 'Bangladesh Livestock Research Institute', 'affiliation-city': 'Dhaka', 'affiliation-country': 'Bangladesh'}]",2025-09-01,Journal,Sardar D.,Veterinary Integrative Sciences,0,"Dietary effects of multi-strain probiotics as an alternative to antibiotics on growth performance, carcass characteristics, blood profiling and meat quality of broilers",Veterinary Integrative Sciences,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,Effects of reducing redundant parameters in parameter optimization for symbolic regression using genetic programming,Austria,Hagenberg,"University of Applied Sciences Upper Austria, School of Informatics, Communications and Media",Unknown,Unknown,Kronberger G.,Unknown,Austria,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Applied Sciences Upper Austria, School of Informatics, Communications and Media', 'affiliation-city': 'Hagenberg', 'affiliation-country': 'Austria'}]",2025-07-01,Journal,Kronberger G.,Journal of Symbolic Computation,0,Effects of reducing redundant parameters in parameter optimization for symbolic regression using genetic programming,Journal of Symbolic Computation,"[{'@_fa': 'true', '@code': '2602', '@abbrev': 'MATH', '$': 'Algebra and Number Theory'}, {'@_fa': 'true', '@code': '2605', '@abbrev': 'MATH', '$': 'Computational Mathematics'}]",Unknown
2024,2024,Unknown,Understanding the interaction of telmisartan and DNA: Mechanisms and prospects for therapy,Saudi Arabia,Al-Mulida,Qassim University,Unknown,Unknown,Allemailem K.S.,Unknown,Saudi Arabia,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Qassim University', 'affiliation-city': 'Al-Mulida', 'affiliation-country': 'Saudi Arabia'}]",2025-07-01,Journal,Allemailem K.S.,Journal of Medicinal and Pharmaceutical Chemistry Research,0,Understanding the interaction of telmisartan and DNA: Mechanisms and prospects for therapy,Journal of Medicinal and Pharmaceutical Chemistry Research,"[{'@_fa': 'true', '@code': '3004', '@abbrev': 'PHAR', '$': 'Pharmacology'}, {'@_fa': 'true', '@code': '3003', '@abbrev': 'PHAR', '$': 'Pharmaceutical Science'}, {'@_fa': 'true', '@code': '1601', '@abbrev': 'CHEM', '$': 'Chemistry (miscellaneous)'}, {'@_fa': 'true', '@code': '3002', '@abbrev': 'PHAR', '$': 'Drug Discovery'}]",Unknown
2024,2024,Unknown,Effect of 1-methylcyclopropene on the qualities of Cordyceps militaris storage,China,Shenyang,Shenyang Agricultural University,Unknown,Unknown,Pan A.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Shenyang Agricultural University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",2025-07-01,Journal,Pan A.,Journal of Future Foods,0,Effect of 1-methylcyclopropene on the qualities of Cordyceps militaris storage,Journal of Future Foods,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,"Isaria cicadae Miquel, as an edible fungus, against dextran sulfate sodium -induced ulcerative colitis in BALB/c mice",China,Nanjing,Nanjing University of Chinese Medicine,Unknown,Unknown,Wang B.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Nanjing University of Chinese Medicine', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",2025-07-01,Journal,Wang B.,Journal of Future Foods,0,"Isaria cicadae Miquel, as an edible fungus, against dextran sulfate sodium -induced ulcerative colitis in BALB/c mice",Journal of Future Foods,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,Mushroom-derived nutraceuticals in the 21<sup>st</sup> century: an appraisal and future perspectives,India,New Delhi,University of Delhi,Unknown,Unknown,Mayirnao H.S.,Unknown,India,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Delhi', 'affiliation-city': 'New Delhi', 'affiliation-country': 'India'}]",2025-07-01,Journal,Mayirnao H.S.,Journal of Future Foods,0,Mushroom-derived nutraceuticals in the 21<sup>st</sup> century: an appraisal and future perspectives,Journal of Future Foods,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,The application of medicinal fungi from the subphylum Ascomycota in the treatment of type 2 diabetes,China,Jinan,Shandong University of Traditional Chinese Medicine,Unknown,Unknown,Jiang Y.,Unknown,China,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Shandong University of Traditional Chinese Medicine', 'affiliation-city': 'Jinan', 'affiliation-country': 'China'}]",2025-07-01,Journal,Jiang Y.,Journal of Future Foods,0,The application of medicinal fungi from the subphylum Ascomycota in the treatment of type 2 diabetes,Journal of Future Foods,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,INTERNATIONAL LAW PRINCIPLES IN THE CONTEXT OF ADVANCING GENETIC TECHNOLOGIES,Russian Federation,Moscow,The Institute of Legislation and Comparative Law under the Government of the Russian Federation,Unknown,Unknown,Bobrova Y.V.,Unknown,Russian Federation,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'The Institute of Legislation and Comparative Law under the Government of the Russian Federation', 'affiliation-city': 'Moscow', 'affiliation-country': 'Russian Federation'}]",2025-07-01,Journal,Bobrova Y.V.,Relacoes Internacionais no Mundo Atual,0,INTERNATIONAL LAW PRINCIPLES IN THE CONTEXT OF ADVANCING GENETIC TECHNOLOGIES,Relacoes Internacionais no Mundo Atual,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,"Evaluation of Philadelphia-negative myeloproliferative neoplasms in Erbil Iraq; analysis of JAK 2, CALR, and MPL mutations",Turkey,Gaziantep,Gaziantep Üniversitesi,Unknown,Unknown,Hashm M.J.,Unknown,Turkey,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Gaziantep Üniversitesi', 'affiliation-city': 'Gaziantep', 'affiliation-country': 'Turkey'}]",2025-07-01,Journal,Hashm M.J.,Immunopathologia Persa,0,"Evaluation of Philadelphia-negative myeloproliferative neoplasms in Erbil Iraq; analysis of JAK 2, CALR, and MPL mutations",Immunopathologia Persa,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,A Robust Deep Learning Model for Brain Tumor Detection and Classification Using Efficient Net: A Brief Meta-Analysis,India,Rajpura,"Chitkara University, Punjab",Unknown,Unknown,Singh R.,Unknown,India,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Chitkara University, Punjab', 'affiliation-city': 'Rajpura', 'affiliation-country': 'India'}]",2025-07-01,Journal,Singh R.,Journal of Advanced Research in Applied Sciences and Engineering Technology,1,A Robust Deep Learning Model for Brain Tumor Detection and Classification Using Efficient Net: A Brief Meta-Analysis,Journal of Advanced Research in Applied Sciences and Engineering Technology,"[{'@_fa': 'true', '@code': '1202', '@abbrev': 'ARTS', '$': 'History'}, {'@_fa': 'true', '@code': '3316', '@abbrev': 'SOCI', '$': 'Cultural Studies'}, {'@_fa': 'true', '@code': '1213', '@abbrev': 'ARTS', '$': 'Visual Arts and Performing Arts'}]",Unknown
2024,2024,Unknown,Phosphate Solubilizing Bacteria as Drought Stress Alleviators for Achillea santolina L.,Iran,Tehran,"Agricultural Research, Education &amp; Extension Organization, Iran",Unknown,Unknown,Samavat S.,Unknown,Iran,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'Agricultural Research, Education &amp; Extension Organization, Iran', 'affiliation-city': 'Tehran', 'affiliation-country': 'Iran'}]",2025-07-01,Journal,Samavat S.,International Journal of Horticultural Science and Technology,0,Phosphate Solubilizing Bacteria as Drought Stress Alleviators for Achillea santolina L.,International Journal of Horticultural Science and Technology,"[{'@_fa': 'true', '@code': '1108', '@abbrev': 'AGRI', '$': 'Horticulture'}]",Unknown
2024,2024,Unknown,Physiological Impact of an Aqueous Solution of Spirulina Algae with or without Folic Acid on Local Awassi Ewes Within Medium and Late Pregnancy Stages an Indicators of Growth in Newborn Lambs,Iraq,Kirkuk,University of Kirkuk,Unknown,Unknown,Safar T.S.A.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Kirkuk', 'affiliation-city': 'Kirkuk', 'affiliation-country': 'Iraq'}]",2025-07-01,Journal,Safar T.S.A.,Egyptian Journal of Veterinary Science(Egypt),0,Physiological Impact of an Aqueous Solution of Spirulina Algae with or without Folic Acid on Local Awassi Ewes Within Medium and Late Pregnancy Stages an Indicators of Growth in Newborn Lambs,Egyptian Journal of Veterinary Science(Egypt),"[{'@_fa': 'true', '@code': '3402', '@abbrev': 'VETE', '$': 'Equine'}, {'@_fa': 'true', '@code': '3403', '@abbrev': 'VETE', '$': 'Food Animals'}, {'@_fa': 'true', '@code': '3404', '@abbrev': 'VETE', '$': 'Small Animals'}, {'@_fa': 'true', '@code': '3401', '@abbrev': 'VETE', '$': 'Veterinary (miscellaneous)'}]",Unknown
2024,2024,Unknown,Association Between Two Types of Heat Shock Proteins with Cryptosporidiosis Infection,Iraq,Fallujah,University of Fallujah,Unknown,Unknown,Farhan S.M.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Fallujah', 'affiliation-city': 'Fallujah', 'affiliation-country': 'Iraq'}]",2025-07-01,Journal,Farhan S.M.,Egyptian Journal of Veterinary Science(Egypt),0,Association Between Two Types of Heat Shock Proteins with Cryptosporidiosis Infection,Egyptian Journal of Veterinary Science(Egypt),"[{'@_fa': 'true', '@code': '3402', '@abbrev': 'VETE', '$': 'Equine'}, {'@_fa': 'true', '@code': '3403', '@abbrev': 'VETE', '$': 'Food Animals'}, {'@_fa': 'true', '@code': '3404', '@abbrev': 'VETE', '$': 'Small Animals'}, {'@_fa': 'true', '@code': '3401', '@abbrev': 'VETE', '$': 'Veterinary (miscellaneous)'}]",Unknown
2024,2024,Unknown,Effect of Some Lytic Enzymes Produced by Streptomyces sp. on the Camel Tick Hyalomma dromedarii Eggs (Acari: Ixodidae),Egypt,Giza,National Research Centre,Unknown,Unknown,Habeeb S.M.,Unknown,Egypt,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'National Research Centre', 'affiliation-city': 'Giza', 'affiliation-country': 'Egypt'}]",2025-07-01,Journal,Habeeb S.M.,Egyptian Journal of Veterinary Science(Egypt),0,Effect of Some Lytic Enzymes Produced by Streptomyces sp. on the Camel Tick Hyalomma dromedarii Eggs (Acari: Ixodidae),Egyptian Journal of Veterinary Science(Egypt),"[{'@_fa': 'true', '@code': '3402', '@abbrev': 'VETE', '$': 'Equine'}, {'@_fa': 'true', '@code': '3403', '@abbrev': 'VETE', '$': 'Food Animals'}, {'@_fa': 'true', '@code': '3404', '@abbrev': 'VETE', '$': 'Small Animals'}, {'@_fa': 'true', '@code': '3401', '@abbrev': 'VETE', '$': 'Veterinary (miscellaneous)'}]",Unknown
2024,2024,Unknown,The Influence of Catechin on Adiponectin Gene Expression and Insulin Resistance in Obese Rats,Iraq,Kufa,University of Kufa,Unknown,Unknown,Talib R.H.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Kufa', 'affiliation-city': 'Kufa', 'affiliation-country': 'Iraq'}]",2025-07-01,Journal,Talib R.H.,Egyptian Journal of Veterinary Science(Egypt),0,The Influence of Catechin on Adiponectin Gene Expression and Insulin Resistance in Obese Rats,Egyptian Journal of Veterinary Science(Egypt),"[{'@_fa': 'true', '@code': '3402', '@abbrev': 'VETE', '$': 'Equine'}, {'@_fa': 'true', '@code': '3403', '@abbrev': 'VETE', '$': 'Food Animals'}, {'@_fa': 'true', '@code': '3404', '@abbrev': 'VETE', '$': 'Small Animals'}, {'@_fa': 'true', '@code': '3401', '@abbrev': 'VETE', '$': 'Veterinary (miscellaneous)'}]",Unknown
2024,2024,Unknown,Local Rosuvastatin Loaded by Thiolated Hyaluronan Hydrogel for Post orthodontic Relapse Reduction. In Vitro Preparation and In Vivo Assessment in Rabbit,Iraq,Mosul,University of Mosul,Unknown,Unknown,Yaseen S.N.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Mosul', 'affiliation-city': 'Mosul', 'affiliation-country': 'Iraq'}]",2025-07-01,Journal,Yaseen S.N.,Egyptian Journal of Veterinary Science(Egypt),0,Local Rosuvastatin Loaded by Thiolated Hyaluronan Hydrogel for Post orthodontic Relapse Reduction. In Vitro Preparation and In Vivo Assessment in Rabbit,Egyptian Journal of Veterinary Science(Egypt),"[{'@_fa': 'true', '@code': '3402', '@abbrev': 'VETE', '$': 'Equine'}, {'@_fa': 'true', '@code': '3403', '@abbrev': 'VETE', '$': 'Food Animals'}, {'@_fa': 'true', '@code': '3404', '@abbrev': 'VETE', '$': 'Small Animals'}, {'@_fa': 'true', '@code': '3401', '@abbrev': 'VETE', '$': 'Veterinary (miscellaneous)'}]",Unknown
2024,2024,Unknown,Identification of blaOxa23 Gene in Acinetobacter baumannii Isolated From Clinical and Hospitals Environment in Mosul City-Iraq,Iraq,Mosul,University of Mosul,Unknown,Unknown,Saaed A.A.,Unknown,Iraq,2025,Unknown,Unknown,Unknown,Unknown,Unknown,"[{'@_fa': 'true', 'affilname': 'University of Mosul', 'affiliation-city': 'Mosul', 'affiliation-country': 'Iraq'}]",2025-07-01,Journal,Saaed A.A.,Egyptian Journal of Veterinary Science(Egypt),0,Identification of blaOxa23 Gene in Acinetobacter baumannii Isolated From Clinical and Hospitals Environment in Mosul City-Iraq,Egyptian Journal of Veterinary Science(Egypt),"[{'@_fa': 'true', '@code': '3402', '@abbrev': 'VETE', '$': 'Equine'}, {'@_fa': 'true', '@code': '3403', '@abbrev': 'VETE', '$': 'Food Animals'}, {'@_fa': 'true', '@code': '3404', '@abbrev': 'VETE', '$': 'Small Animals'}, {'@_fa': 'true', '@code': '3401', '@abbrev': 'VETE', '$': 'Veterinary (miscellaneous)'}]",Unknown
