,references_count,citations_count,title,author,doi
106,0.0,2.0,"The Impact of Organization Agility, Organization Flexibility, and Environmental Volatility on Radical and Incremental Innovation Performance: An Abstract","[{'ce:given-name': 'Danupol', 'preferred-name': {'ce:given-name': 'Danupol', 'ce:initials': 'D.', 'ce:surname': 'Hoonsopon', 'ce:indexed-name': 'Hoonsopon D.'}, '@seq': '1', 'ce:initials': 'D.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Hoonsopon', '@auid': '56017930800', 'author-url': 'https://api.elsevier.com/content/author/author_id/56017930800', 'ce:indexed-name': 'Hoonsopon D.'}]",10.1007/978-3-030-02568-7_32
107,46.0,0.0,The diversity of Anopheles blood feeding patterns suggests different malaria protection strategies in different localities,"[{'ce:given-name': 'Irfanul', 'preferred-name': {'ce:given-name': 'Irfanul', 'ce:initials': 'I.', 'ce:surname': 'Chakim', 'ce:indexed-name': 'Chakim I.'}, '@seq': '1', 'ce:initials': 'I.', '@_fa': 'true', 'affiliation': [{'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, {'@id': '60105690', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60105690'}], 'ce:surname': 'Chakim', '@auid': '57194708114', 'author-url': 'https://api.elsevier.com/content/author/author_id/57194708114', 'ce:indexed-name': 'Chakim I.'}]",10.12688/f1000research.19341.3
108,,,"A 18,000-year high-resolution record of past atmospheric convection and temperature from the Indo-Pacific warm pool","[{'ce:given-name': 'Rienk H.', 'preferred-name': {'ce:given-name': 'Rienk H.', 'ce:initials': 'R.H.', 'ce:surname': 'Smittenberg', 'ce:indexed-name': 'Smittenberg R.H.'}, '@seq': '1', 'ce:initials': 'R.H.', '@_fa': 'true', 'affiliation': {'@id': '60028378', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028378'}, 'ce:surname': 'Smittenberg', '@auid': '6603194060', 'author-url': 'https://api.elsevier.com/content/author/author_id/6603194060', 'ce:indexed-name': 'Smittenberg R.H.'}]",10.3997/2214-4609.201903065
109,0.0,19.0,Reinventing vietnamese socialism: DOI MOI in comparative perspective,"[{'ce:given-name': 'William S.', 'preferred-name': {'ce:given-name': 'William S.', 'ce:initials': 'W.S.', 'ce:surname': 'Turley', 'ce:indexed-name': 'Turley W.S.'}, '@seq': '1', 'ce:initials': 'W.S.', '@_fa': 'true', 'affiliation': [{'@id': '60029472', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60029472'}, {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}], 'ce:degrees': 'Prof.', 'ce:surname': 'Turley', '@auid': '57189189651', 'author-url': 'https://api.elsevier.com/content/author/author_id/57189189651', 'ce:indexed-name': 'Turley W.S.'}]",10.4324/9780429304309
110,0.0,0.0,Encounters with svanibor-A meeting of hearts and minds,"[{'ce:given-name': 'Kjell', 'preferred-name': {'ce:given-name': 'Kjell', 'ce:initials': 'K.', 'ce:surname': 'Skyllstad', 'ce:indexed-name': 'Skyllstad K.'}, '@seq': '1', 'ce:initials': 'K.', '@_fa': 'true', 'affiliation': {'@id': '60010348', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60010348'}, 'ce:surname': 'Skyllstad', '@auid': '25935333900', 'author-url': 'https://api.elsevier.com/content/author/author_id/25935333900', 'ce:indexed-name': 'Skyllstad K.'}]",10.4312/mz.55.2.35-37
111,,,Evaluation of the absorption performance on the of acid gas removal from natural gas and synthetic gas processing,"[{'ce:given-name': 'Kreangkrai', 'preferred-name': {'ce:given-name': 'Kreangkrai', 'ce:initials': 'K.', 'ce:surname': 'Maneeintr', 'ce:indexed-name': 'Maneeintr K.'}, '@seq': '1', 'ce:initials': 'K.', '@_fa': 'true', 'affiliation': [{'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, {'@id': '60011047', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60011047'}], 'ce:surname': 'Maneeintr', '@auid': '24466763800', 'author-url': 'https://api.elsevier.com/content/author/author_id/24466763800', 'ce:indexed-name': 'Maneeintr K.'}]",
112,0.0,5.0,Corrigendum: Porcine bile powder supplementation of a high fat broiler diet in relation to growth performance and nutrient digestion (Animal Production Science (2019) 59 (1310-1317) DOI: 10.1071/AN18190),"[{'ce:given-name': 'Kanokporn', 'preferred-name': {'ce:given-name': 'Kanokporn', 'ce:initials': 'K.', 'ce:surname': 'Lammasak', 'ce:indexed-name': 'Lammasak K.'}, '@seq': '1', 'ce:initials': 'K.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Lammasak', '@auid': '57204424315', 'author-url': 'https://api.elsevier.com/content/author/author_id/57204424315', 'ce:indexed-name': 'Lammasak K.'}]",10.1071/AN18190_CO
113,0.0,0.0,"Introductory notes for the acta IMEKO special section on the Asia-Pacific symposium on measurement of mass, force and torque (APMF 2017)","[{'ce:given-name': 'Rugkanawan', 'preferred-name': {'ce:given-name': 'Rugkanawan', 'ce:initials': 'R.', 'ce:surname': 'Wongpithayadisai', 'ce:indexed-name': 'Wongpithayadisai R.'}, '@seq': '1', 'ce:initials': 'R.', '@_fa': 'true', 'affiliation': {'@id': '106365252', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/106365252'}, 'ce:surname': 'Wongpithayadisai', '@auid': '57015426900', 'author-url': 'https://api.elsevier.com/content/author/author_id/57015426900', 'ce:indexed-name': 'Wongpithayadisai R.'}]",10.21014/acta_imeko.v8i3.717
114,,,Erratum: Cholangioscopy-guided lithotripsy for difficult bile duct stone clearance in a single session of ERCP: Results from a large multinational registry demonstrate high success rates (Endoscopy DOI: 10.1055/a-0942-9336),"[{'ce:given-name': 'Amit P.', 'preferred-name': {'ce:given-name': 'Amit P.', 'ce:initials': 'A.P.', 'ce:surname': 'Maydeo', 'ce:indexed-name': 'Maydeo A.P.'}, '@seq': '1', 'ce:initials': 'A.P.', '@_fa': 'true', 'affiliation': {'@id': '120172046', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/120172046'}, 'ce:surname': 'Maydeo', '@auid': '56166525000', 'author-url': 'https://api.elsevier.com/content/author/author_id/56166525000', 'ce:indexed-name': 'Maydeo A.P.'}]",10.1055/a-0997-7308
115,,,Long-tailed Macaque Stone Tool Use in Intertidal Habitats,"[{'ce:given-name': 'Michael D.', 'preferred-name': {'ce:given-name': 'Michael D.', 'ce:initials': 'M.D.', 'ce:surname': 'Gumert', 'ce:indexed-name': 'Gumert M.D.'}, '@seq': '1', 'ce:initials': 'M.D.', '@_fa': 'true', 'affiliation': {'@id': '60118480', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60118480'}, 'ce:surname': 'Gumert', '@auid': '23003889200', 'author-url': 'https://api.elsevier.com/content/author/author_id/23003889200', 'ce:indexed-name': 'Gumert M.D.'}]",
116,111.0,27.0,The menstrual cycle may not be limited to the endometrium but also may impact gut permeability,"[{'ce:given-name': 'Chutima', 'preferred-name': {'ce:given-name': 'Chutima', 'ce:initials': 'C.', 'ce:surname': 'Roomruangwong', 'ce:indexed-name': 'Roomruangwong C.'}, '@seq': '1', 'ce:initials': 'C.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:degrees': 'M.D.', 'ce:surname': 'Roomruangwong', '@auid': '26425235700', 'author-url': 'https://api.elsevier.com/content/author/author_id/26425235700', 'ce:indexed-name': 'Roomruangwong C.'}]",10.1017/neu.2019.30
117,,,Preface: The 1st International Symposium of Indonesian Chemical Engineering (ISIChem) 2018 Hakun Wirawasista Aparamarta,"[{'ce:given-name': 'Yi-Hsu', 'preferred-name': {'ce:given-name': 'Yi Hsu', 'ce:initials': 'Y.H.', 'ce:surname': 'Ju', 'ce:indexed-name': 'Ju Y.'}, '@seq': '1', 'ce:initials': 'Y.-H.', '@_fa': 'true', 'affiliation': {'@id': '60070707', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60070707'}, 'ce:surname': 'Ju', '@auid': '7202808830', 'author-url': 'https://api.elsevier.com/content/author/author_id/7202808830', 'ce:indexed-name': 'Ju Y.-H.'}]",10.1088/1757-899X/543/1/011001
118,19.0,6.0,An Outbreak of Peripheral Neuropathy in a Prison,"[{'ce:given-name': 'Somsak', 'preferred-name': {'ce:given-name': 'Somsak', 'ce:initials': 'S.', 'ce:surname': 'Tiamkao', 'ce:indexed-name': 'Tiamkao S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': {'@id': '60017165', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60017165'}, 'ce:surname': 'Tiamkao', '@auid': '6602200357', 'author-url': 'https://api.elsevier.com/content/author/author_id/6602200357', 'ce:indexed-name': 'Tiamkao S.'}]",10.1159/000496536
119,,,Correction: Highly porous core-shell chitosan beads with superb immobilization efficiency for: Lactobacillus reuteri 121 inulosucrase and production of inulin-type fructooligosaccharides (RSC Advances (2018) 8 (17008-17016) DOI: 10.1039/C8RA02241K),"[{'ce:given-name': 'Thanapon', 'preferred-name': {'ce:given-name': 'Thanapon', 'ce:initials': 'T.', 'ce:surname': 'Charoenwongpaiboon', 'ce:indexed-name': 'Charoenwongpaiboon T.'}, '@seq': '1', 'ce:initials': 'T.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Charoenwongpaiboon', '@auid': '57202040290', 'author-url': 'https://api.elsevier.com/content/author/author_id/57202040290', 'ce:indexed-name': 'Charoenwongpaiboon T.'}]",10.1039/c9ra90009h
120,64.0,12.0,Inclusion complex of β-cyclodextrin with coffee chlorogenic acid: new insights from a combined crystallographic and theoretical study,"[{'ce:given-name': 'Thammarat', 'preferred-name': {'ce:given-name': 'Thammarat', 'ce:initials': 'T.', 'ce:surname': 'Aree', 'ce:indexed-name': 'Aree T.'}, '@seq': '1', 'ce:initials': 'T.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Aree', '@auid': '6602097382', 'author-url': 'https://api.elsevier.com/content/author/author_id/6602097382', 'ce:indexed-name': 'Aree T.'}]",10.1107/S2053229618016741
121,,,Preface and Welcome Speech (ICEIT 2020),"[{'ce:given-name': 'Chaicharn', 'preferred-name': {'ce:given-name': 'Chaicharn', 'ce:initials': 'C.', 'ce:surname': 'Thavaravej', 'ce:indexed-name': 'Thavaravej C.'}, '@seq': '1', 'ce:initials': 'C.', '@_fa': 'true', 'affiliation': {'@id': '60018809', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60018809'}, 'ce:surname': 'Thavaravej', '@auid': '56028201600', 'author-url': 'https://api.elsevier.com/content/author/author_id/56028201600', 'ce:indexed-name': 'Thavaravej C.'}]",10.1088/1757-899X/965/1/011001
122,290.0,38.0,Dark Matter of Primate Genomes: Satellite DNA Repeats and Their Evolutionary Dynamics,"[{'ce:given-name': 'Syed Farhan', 'preferred-name': {'ce:given-name': 'Syed Farhan', 'ce:initials': 'S.F.', 'ce:surname': 'Ahmad', 'ce:indexed-name': 'Ahmad S.F.'}, '@seq': '1', 'ce:initials': 'S.F.', '@_fa': 'true', 'affiliation': [{'@id': '60021944', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60021944'}, {'@id': '60021944', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60021944'}], 'ce:surname': 'Ahmad', '@auid': '57208927890', 'author-url': 'https://api.elsevier.com/content/author/author_id/57208927890', 'ce:indexed-name': 'Ahmad S.F.'}]",10.3390/cells9122714
123,,,"As one door closes, another one opens new opportunities from COVID crisis","[{'ce:given-name': 'Bussakorn', 'preferred-name': {'ce:given-name': 'Bussakorn', 'ce:initials': 'B.', 'ce:surname': 'Binson', 'ce:indexed-name': 'Binson B.'}, '@seq': '1', 'ce:initials': 'B.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Binson', '@auid': '6506549197', 'author-url': 'https://api.elsevier.com/content/author/author_id/6506549197', 'ce:indexed-name': 'Binson B.'}]",
124,,,"Publisher Correction: COVID-19-associated acute kidney injury: consensus report of the 25th Acute Disease Quality Initiative (ADQI) Workgroup (Nature Reviews Nephrology, (2020), 10.1038/s41581-020-00356-5)","[{'ce:given-name': 'Mitra K.', 'preferred-name': {'ce:given-name': 'Mitra K.', 'ce:initials': 'M.K.', 'ce:surname': 'Nadim', 'ce:indexed-name': 'Nadim M.K.'}, '@seq': '1', 'ce:initials': 'M.K.', '@_fa': 'true', 'affiliation': {'@id': '60015183', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60015183'}, 'ce:surname': 'Nadim', '@auid': '6602406823', 'author-url': 'https://api.elsevier.com/content/author/author_id/6602406823', 'ce:indexed-name': 'Nadim M.K.'}]",10.1038/s41581-020-00372-5
125,0.0,3.0,Treatment of Chronic Severe Flexion Contractures of Fingers with Bilateral Side-Finger Flaps (Wing Flaps) and Full-Thickness Skin Graft,"[{'ce:given-name': 'Kawee', 'preferred-name': {'ce:given-name': 'Kawee', 'ce:initials': 'K.', 'ce:surname': 'Pataradool', 'ce:indexed-name': 'Pataradool K.'}, '@seq': '1', 'ce:initials': 'K.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Pataradool', '@auid': '55536939400', 'author-url': 'https://api.elsevier.com/content/author/author_id/55536939400', 'ce:indexed-name': 'Pataradool K.'}]",10.1142/S2424835520500526
126,0.0,0.0,"Author Correction: Tropical forest soil carbon stocks do not increase despite 15 years of doubled litter inputs (Scientific Reports, (2019), 9, 1, (18030), 10.1038/s41598-019-54487-2)","[{'ce:given-name': 'Emma J.', 'preferred-name': {'ce:given-name': 'Emma J.', 'ce:initials': 'E.J.', 'ce:surname': 'Sayer', 'ce:indexed-name': 'Sayer E.J.'}, '@seq': '1', 'ce:initials': 'E.J.', '@_fa': 'true', 'affiliation': [{'@id': '60117630', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60117630'}, {'@id': '60030522', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60030522'}], 'ce:surname': 'Sayer', '@auid': '13410171300', 'author-url': 'https://api.elsevier.com/content/author/author_id/13410171300', 'ce:indexed-name': 'Sayer E.J.'}]",10.1038/s41598-020-69595-7
127,,,"Publisher Correction: Halve the dose while maintaining image quality in paediatric Cone Beam CT (Scientific Reports, (2019), 9, 1, (5521), 10.1038/s41598-019-41949-w)","[{'ce:given-name': 'Anne Caroline', 'preferred-name': {'ce:given-name': 'Anne Caroline', 'ce:initials': 'A.C.', 'ce:surname': 'Oenning', 'ce:indexed-name': 'Oenning A.C.'}, '@seq': '1', 'ce:initials': 'A.C.', '@_fa': 'true', 'affiliation': [{'@id': '121229456', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/121229456'}, {'@id': '60103619', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60103619'}], 'ce:surname': 'Oenning', '@auid': '54881321300', 'author-url': 'https://api.elsevier.com/content/author/author_id/54881321300', 'ce:indexed-name': 'Oenning A.C.'}]",10.1038/s41598-020-59352-1
128,0.0,15.0,"Corrigendum: Candida Administration Worsens Cecal Ligation and Puncture-Induced Sepsis in Obese Mice Through Gut Dysbiosis Enhanced Systemic Inflammation, Impact of Pathogen-Associated Molecules From Gut Translocation and Saturated Fatty Acid (Frontiers in Immunology, (2020), 11, (561652), 10.3389/fimmu.2020.561652)","[{'ce:given-name': 'Wimonrat', 'preferred-name': {'ce:given-name': 'Wimonrat', 'ce:initials': 'W.', 'ce:surname': 'Panpetch', 'ce:indexed-name': 'Panpetch W.'}, '@seq': '1', 'ce:initials': 'W.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Panpetch', '@auid': '47561703800', 'author-url': 'https://api.elsevier.com/content/author/author_id/47561703800', 'ce:indexed-name': 'Panpetch W.'}]",10.3389/fimmu.2020.613095
129,,,Message from general chair,"[{'ce:given-name': 'Chidchanok', 'preferred-name': {'ce:given-name': 'Chidchanok', 'ce:initials': 'C.', 'ce:surname': 'Lursinsap', 'ce:indexed-name': 'Lursinsap C.'}, '@seq': '1', 'ce:initials': 'C.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Lursinsap', '@auid': '55396044200', 'author-url': 'https://api.elsevier.com/content/author/author_id/55396044200', 'ce:indexed-name': 'Lursinsap C.'}]",10.1109/JCSSE49651.2020.9268322
130,89.0,41.0,Lightweight PVIDNet: A Priority Vehicles Detection Network Model Based on Deep Learning for Intelligent Traffic Lights,"[{'ce:given-name': 'Rodrigo', 'preferred-name': {'ce:given-name': 'Rodrigo', 'ce:initials': 'R.', 'ce:surname': 'Carvalho Barbosa', 'ce:indexed-name': 'Carvalho Barbosa R.'}, '@seq': '1', 'ce:initials': 'R.', '@_fa': 'true', 'affiliation': {'@id': '60017841', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60017841'}, 'ce:surname': 'Carvalho Barbosa', '@auid': '57219802905', 'author-url': 'https://api.elsevier.com/content/author/author_id/57219802905', 'ce:indexed-name': 'Carvalho Barbosa R.'}]",10.3390/s20216218
131,38.0,11.0,New Fluorene Derivatives from Dendrobium gibsonii and Their α-Glucosidase Inhibitory Activity,"[{'ce:given-name': 'May Thazin', 'preferred-name': {'ce:given-name': 'May Thazin', 'ce:initials': 'M.T.', 'ce:surname': 'Thant', 'ce:indexed-name': 'Thant M.T.'}, '@seq': '1', 'ce:initials': 'M.T.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Thant', '@auid': '57219706075', 'author-url': 'https://api.elsevier.com/content/author/author_id/57219706075', 'ce:indexed-name': 'Thant M.T.'}]",10.3390/molecules25214931
132,0.0,1.0,Relapsing polychondritis associated with pauci-immune crescentic glomerulonephritis,"[{'ce:given-name': 'Suwasin', 'preferred-name': {'ce:given-name': 'Suwasin', 'ce:initials': 'S.', 'ce:surname': 'Udomkarnjananun', 'ce:indexed-name': 'Udomkarnjananun S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': {'@id': '60022183', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60022183'}, 'ce:degrees': 'MD', 'ce:surname': 'Udomkarnjananun', '@auid': '57201261420', 'author-url': 'https://api.elsevier.com/content/author/author_id/57201261420', 'ce:indexed-name': 'Udomkarnjananun S.'}]",10.1016/S0140-6736(20)32135-8
133,0.0,3.0,Glutamate receptor antagonists for tinnitus,"[{'ce:given-name': 'Thanarath', 'preferred-name': {'ce:given-name': 'Thanarath', 'ce:initials': 'T.', 'ce:surname': 'Imsuwansri', 'ce:indexed-name': 'Imsuwansri T.'}, '@seq': '1', 'ce:initials': 'T.', '@_fa': 'true', 'affiliation': {'@id': '60015728', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60015728'}, 'ce:surname': 'Imsuwansri', '@auid': '55252788500', 'author-url': 'https://api.elsevier.com/content/author/author_id/55252788500', 'ce:indexed-name': 'Imsuwansri T.'}]",10.1002/14651858.CD012391.pub2
134,0.0,0.0,"Corrigendum to “Solubility modelling and solvent effect on solid-liquid equilibrium of 2,2-bis(hydroxymethyl)butyric acid at different temperatures” [J. Mol. Liq. 312 (2020) 113370](S0167732220310230)(10.1016/j.molliq.2020.113370)","[{'ce:given-name': 'Vanee', 'preferred-name': {'ce:given-name': 'Vanee', 'ce:initials': 'V.', 'ce:surname': 'Mohdee', 'ce:indexed-name': 'Mohdee V.'}, '@seq': '1', 'ce:initials': 'V.', '@_fa': 'true', 'affiliation': [{'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, {'@id': '60006861', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60006861'}], 'ce:surname': 'Mohdee', '@auid': '56459017500', 'author-url': 'https://api.elsevier.com/content/author/author_id/56459017500', 'ce:indexed-name': 'Mohdee V.'}]",10.1016/j.molliq.2020.113752
135,,,Vitamin D deficiency is not associated with increased oxidative stress in chronic kidney disease pre-dialysis patients,"[{'ce:given-name': 'Andressa Keiko', 'preferred-name': {'ce:given-name': 'Andressa Keiko', 'ce:initials': 'A.K.', 'ce:surname': 'Matsumoto', 'ce:indexed-name': 'Matsumoto A.K.'}, '@seq': '1', 'ce:initials': 'A.K.', '@_fa': 'true', 'affiliation': {'@id': '60027866', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60027866'}, 'ce:surname': 'Matsumoto', '@auid': '56540640200', 'author-url': 'https://api.elsevier.com/content/author/author_id/56540640200', 'ce:indexed-name': 'Matsumoto A.K.'}]",10.1590/2175-8239-JBN-2019-0156
136,0.0,2.0,Exciting times for the ISTH early career professionals,"[{'ce:given-name': 'Ketan', 'preferred-name': {'ce:given-name': 'Ketan', 'ce:initials': 'K.', 'ce:surname': 'Kulkarni', 'ce:indexed-name': 'Kulkarni K.'}, '@seq': '1', 'ce:initials': 'K.', '@_fa': 'true', 'affiliation': {'@id': '100780464', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/100780464'}, 'ce:surname': 'Kulkarni', '@auid': '57219976811', 'author-url': 'https://api.elsevier.com/content/author/author_id/57219976811', 'ce:indexed-name': 'Kulkarni K.'}]",10.1111/jth.15070
137,,,ASIAN PACIFIC SOCIETY OF NEPHROLOGY CLINICAL PRACTICE GUIDELINE ON DIABETIC KIDNEY DISEASE,"[{'ce:given-name': 'Adrian', 'preferred-name': {'ce:given-name': 'Adrian', 'ce:initials': 'A.', 'ce:surname': 'Liew', 'ce:indexed-name': 'Liew A.'}, '@seq': '1', 'ce:initials': 'A.', '@_fa': 'true', 'affiliation': {'@id': '112810147', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/112810147'}, 'ce:surname': 'Liew', '@auid': '26025668700', 'author-url': 'https://api.elsevier.com/content/author/author_id/26025668700', 'ce:indexed-name': 'Liew A.'}]",10.1111/nep.13785
138,18.0,2.0,CyclinA1 Promoter Methylation in Self-Sampling Test,"[{'ce:given-name': 'Shina', 'preferred-name': {'ce:given-name': 'Shina', 'ce:initials': 'S.', 'ce:surname': 'Oranratanaphan', 'ce:indexed-name': 'Oranratanaphan S.'}, '@seq': '1', 'ce:initials': 'S.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Oranratanaphan', '@auid': '15838102700', 'author-url': 'https://api.elsevier.com/content/author/author_id/15838102700', 'ce:indexed-name': 'Oranratanaphan S.'}]",10.31557/APJCP.2020.21.10.2913
139,5.0,15.0,ASIAN PACIFIC SOCIETY OF NEPHROLOGY CLINICAL PRACTICE GUIDELINE ON DIABETIC KIDNEY DISEASE - EXECUTIVE SUMMARY,"[{'ce:given-name': 'Adrian', 'preferred-name': {'ce:given-name': 'Adrian', 'ce:initials': 'A.', 'ce:surname': 'Liew', 'ce:indexed-name': 'Liew A.'}, '@seq': '1', 'ce:initials': 'A.', '@_fa': 'true', 'affiliation': {'@id': '112810147', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/112810147'}, 'ce:surname': 'Liew', '@auid': '26025668700', 'author-url': 'https://api.elsevier.com/content/author/author_id/26025668700', 'ce:indexed-name': 'Liew A.'}]",10.1111/nep.13763
140,21.0,17.0,Diagnostic utility of CT for suspected immune checkpoint inhibitor enterocolitis,"[{'ce:given-name': 'Sienna M.', 'preferred-name': {'ce:given-name': 'Sienna M.', 'ce:initials': 'S.M.', 'ce:surname': 'Durbin', 'ce:indexed-name': 'Durbin S.M.'}, '@seq': '1', 'ce:initials': 'S.M.', '@_fa': 'true', 'affiliation': [{'@id': '60002746', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60002746'}, {'@id': '60029929', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60029929'}], 'ce:surname': 'Durbin', '@auid': '57214823363', 'author-url': 'https://api.elsevier.com/content/author/author_id/57214823363', 'ce:indexed-name': 'Durbin S.M.'}]",10.1136/jitc-2020-001329
141,51.0,125.0,"Correction to: Blockchain-based business process management (BPM) framework for service composition in industry 4.0 (Journal of Intelligent Manufacturing, (2020), 31, 7, (1737-1748), 10.1007/s10845-018-1422-y)","[{'ce:given-name': 'Wattana', 'preferred-name': {'ce:given-name': 'Wattana', 'ce:initials': 'W.', 'ce:surname': 'Viriyasitavat', 'ce:indexed-name': 'Viriyasitavat W.'}, '@seq': '1', 'ce:initials': 'W.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Viriyasitavat', '@auid': '57224272289', 'author-url': 'https://api.elsevier.com/content/author/author_id/57224272289', 'ce:indexed-name': 'Viriyasitavat W.'}]",10.1007/s10845-018-1449-0
142,0.0,0.0,"Corrigendum to “Antibacterial and cytotoxic activities of a green synthesized silver nanoparticles using corn silk aqueous extract” [Colloids Surf. A 598 (2020) 124827] (Colloids and Surfaces A: Physicochemical and Engineering Aspects (2020) 598, (S0927775720304209), (10.1016/j.colsurfa.2020.124827))","[{'ce:given-name': 'Ruilin', 'preferred-name': {'ce:given-name': 'Ruilin', 'ce:initials': 'R.', 'ce:surname': 'Li', 'ce:indexed-name': 'Li R.'}, '@seq': '1', 'ce:initials': 'R.', '@_fa': 'true', 'affiliation': {'@id': '60019533', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60019533'}, 'ce:surname': 'Li', '@auid': '57216754004', 'author-url': 'https://api.elsevier.com/content/author/author_id/57216754004', 'ce:indexed-name': 'Li R.'}]",10.1016/j.colsurfa.2020.125165
143,12.0,22.0,Flowcharts for Easy Periodontal Diagnosis Based on the 2018 New Periodontal Classification,"[{'ce:given-name': 'Pimchanok', 'preferred-name': {'ce:given-name': 'Pimchanok', 'ce:initials': 'P.', 'ce:surname': 'Sutthiboonyapan', 'ce:indexed-name': 'Sutthiboonyapan P.'}, '@seq': '1', 'ce:initials': 'P.', '@_fa': 'true', 'affiliation': {'@id': '60028190', '@href': 'https://api.elsevier.com/content/affiliation/affiliation_id/60028190'}, 'ce:surname': 'Sutthiboonyapan', '@auid': '56764648400', 'author-url': 'https://api.elsevier.com/content/author/author_id/56764648400', 'ce:indexed-name': 'Sutthiboonyapan P.'}]",10.1002/cap.10095
